country,cases,deaths,deaths/100k pop.,datetime
IT,4725887,131688,,2021-10-21T00:00:00
ES,4993295,87082,,2021-10-21T00:00:00
FR,7102079,117376,,2021-10-21T00:00:00
LI,3521,60,,2021-10-22T00:00:00
IS,12827,33,,2021-10-22T00:00:00
MT,37525,459,,2021-10-22T00:00:00
LU,80462,842,,2021-10-22T00:00:00
CY,122996,566,,2021-10-22T00:00:00
FI,152707,1135,,2021-10-22T00:00:00
EE,178610,1444,,2021-10-22T00:00:00
LV,194256,2967,,2021-10-22T00:00:00
NO,198157,893,,2021-10-22T00:00:00
SI,316138,5007,,2021-10-22T00:00:00
DK,372533,2696,,2021-10-22T00:00:00
LT,382454,5571,,2021-10-22T00:00:00
IE,423260,5369,,2021-10-22T00:00:00
HR,436189,8968,,2021-10-22T00:00:00
BG,559893,22839,,2021-10-22T00:00:00
GR,707587,15519,,2021-10-22T00:00:00
AT,784429,10976,,2021-10-22T00:00:00
HU,843825,30492,,2021-10-22T00:00:00
SK,849250,12883,,2021-10-22T00:00:00
PT,1082721,18117,,2021-10-22T00:00:00
SE,1165194,14986,,2021-10-22T00:00:00
BE,1305583,25835,,2021-10-22T00:00:00
RO,1519532,43487,,2021-10-22T00:00:00
CZ,1722446,30593,,2021-10-22T00:00:00
NL,2064729,18280,,2021-10-22T00:00:00
PL,2956207,76300,,2021-10-22T00:00:00
DE,4437280,94991,,2021-10-22T00:00:00
IT,4729678,131724,,2021-10-22T00:00:00
ES,4995176,87102,,2021-10-22T00:00:00
FR,7108206,117411,,2021-10-22T00:00:00
LI,3529,60,,2021-10-25T00:00:00
IS,12899,33,,2021-10-25T00:00:00
MT,37553,460,,2021-10-25T00:00:00
LU,80603,842,,2021-10-25T00:00:00
CY,123357,568,,2021-10-25T00:00:00
FI,153156,1139,,2021-10-25T00:00:00
EE,183320,1469,,2021-10-25T00:00:00
NO,198906,894,,2021-10-25T00:00:00
LV,202573,3028,,2021-10-25T00:00:00
SI,320619,5023,,2021-10-25T00:00:00
DK,376414,2699,,2021-10-25T00:00:00
LT,390031,5661,,2021-10-25T00:00:00
IE,429877,5369,,2021-10-25T00:00:00
HR,445325,9038,,2021-10-25T00:00:00
BG,569443,23073,,2021-10-25T00:00:00
GR,716358,15628,,2021-10-25T00:00:00
AT,795365,10996,,2021-10-25T00:00:00
SK,849250,12883,,2021-10-25T00:00:00
HU,850513,30567,,2021-10-25T00:00:00
PT,1085138,18133,,2021-10-25T00:00:00
SE,1165996,14993,,2021-10-25T00:00:00
BE,1312265,25846,,2021-10-25T00:00:00
RO,1561928,44679,,2021-10-25T00:00:00
CZ,1731287,30625,,2021-10-25T00:00:00
NL,2082563,18314,,2021-10-25T00:00:00
PL,2972927,76447,,2021-10-25T00:00:00
DE,4472730,95117,,2021-10-25T00:00:00
IT,4741185,131826,,2021-10-25T00:00:00
ES,4997732,87132,,2021-10-25T00:00:00
FR,7125868,117467,,2021-10-25T00:00:00
LI,3545,61,,2021-10-26T00:00:00
IS,13142,33,,2021-10-26T00:00:00
MT,37566,460,,2021-10-26T00:00:00
LU,80962,842,,2021-10-26T00:00:00
CY,123546,570,,2021-10-26T00:00:00
FI,154888,1150,,2021-10-26T00:00:00
EE,183320,1477,,2021-10-26T00:00:00
NO,200515,894,,2021-10-26T00:00:00
LV,203460,3049,,2021-10-26T00:00:00
SI,322914,5027,,2021-10-26T00:00:00
DK,377825,2699,,2021-10-26T00:00:00
LT,392425,5693,,2021-10-26T00:00:00
IE,431722,5369,,2021-10-26T00:00:00
HR,446005,9060,,2021-10-26T00:00:00
BG,575306,23316,,2021-10-26T00:00:00
GR,720295,15682,,2021-10-26T00:00:00
AT,798130,11011,,2021-10-26T00:00:00
HU,852214,30611,,2021-10-26T00:00:00
SK,863583,12917,,2021-10-26T00:00:00
PT,1085451,18138,,2021-10-26T00:00:00
SE,1165996,14993,,2021-10-26T00:00:00
BE,1328107,25889,,2021-10-26T00:00:00
RO,1571115,44980,,2021-10-26T00:00:00
CZ,1735552,30648,,2021-10-26T00:00:00
NL,2087859,18320,,2021-10-26T00:00:00
PL,2975880,76447,,2021-10-26T00:00:00
DE,4472730,95117,,2021-10-26T00:00:00
IT,4743720,131856,,2021-10-26T00:00:00
ES,5002217,87186,,2021-10-26T00:00:00
FR,7127163,117508,,2021-10-26T00:00:00
LI,3547,61,,2021-10-27T00:00:00
IS,13236,33,,2021-10-27T00:00:00
MT,37582,460,,2021-10-27T00:00:00
LU,81124,842,,2021-10-27T00:00:00
CY,123708,570,,2021-10-27T00:00:00
FI,155547,1149,,2021-10-27T00:00:00
EE,186530,1483,,2021-10-27T00:00:00
NO,201406,895,,2021-10-27T00:00:00
LV,205577,3076,,2021-10-27T00:00:00
SI,322914,5027,,2021-10-27T00:00:00
DK,379078,2703,,2021-10-27T00:00:00
LT,396047,5720,,2021-10-27T00:00:00
IE,433902,5369,,2021-10-27T00:00:00
HR,449365,9090,,2021-10-27T00:00:00
BG,582122,23440,,2021-10-27T00:00:00
GR,724571,15707,,2021-10-27T00:00:00
AT,801518,11024,,2021-10-27T00:00:00
HU,855339,30647,,2021-10-27T00:00:00
SK,863583,12917,,2021-10-27T00:00:00
PT,1086280,18141,,2021-10-27T00:00:00
SE,1168271,15002,,2021-10-27T00:00:00
BE,1333852,25914,,2021-10-27T00:00:00
RO,1587880,45503,,2021-10-27T00:00:00
CZ,1741859,30667,,2021-10-27T00:00:00
NL,2093606,18340,,2021-10-27T00:00:00
PL,2982143,76540,,2021-10-27T00:00:00
DE,4506415,95359,,2021-10-27T00:00:00
IT,4747773,131904,,2021-10-27T00:00:00
ES,5004143,87238,,2021-10-27T00:00:00
FR,7133766,117555,,2021-10-27T00:00:00
LI,3551,61,,2021-10-28T00:00:00
IS,13313,33,,2021-10-28T00:00:00
MT,37597,460,,2021-10-28T00:00:00
LU,81363,843,,2021-10-28T00:00:00
CY,123908,571,,2021-10-28T00:00:00
FI,156286,1150,,2021-10-28T00:00:00
EE,188522,1491,,2021-10-28T00:00:00
NO,202549,900,,2021-10-28T00:00:00
LV,208783,3109,,2021-10-28T00:00:00
SI,326083,5038,,2021-10-28T00:00:00
DK,380949,2708,,2021-10-28T00:00:00
LT,399532,5766,,2021-10-28T00:00:00
IE,435526,5436,,2021-10-28T00:00:00
HR,453936,9116,,2021-10-28T00:00:00
BG,587765,23594,,2021-10-28T00:00:00
GR,728210,15770,,2021-10-28T00:00:00
AT,805925,11042,,2021-10-28T00:00:00
HU,859378,30692,,2021-10-28T00:00:00
SK,863583,12917,,2021-10-28T00:00:00
PT,1087245,18144,,2021-10-28T00:00:00
SE,1169530,15016,,2021-10-28T00:00:00
BE,1342623,25946,,2021-10-28T00:00:00
RO,1602830,46015,,2021-10-28T00:00:00
CZ,1747701,30689,,2021-10-28T00:00:00
NL,2100866,18357,,2021-10-28T00:00:00
PL,2990509,76672,,2021-10-28T00:00:00
DE,4534452,95485,,2021-10-28T00:00:00
IT,4752368,131954,,2021-10-28T00:00:00
ES,5006675,87289,,2021-10-28T00:00:00
FR,7140294,117589,,2021-10-28T00:00:00
LI,3557,61,,2021-10-29T00:00:00
IS,13413,33,,2021-10-29T00:00:00
MT,37612,460,,2021-10-29T00:00:00
LU,81501,843,,2021-10-29T00:00:00
CY,124017,571,,2021-10-29T00:00:00
FI,156959,1154,,2021-10-29T00:00:00
EE,190201,1502,,2021-10-29T00:00:00
NO,203742,900,,2021-10-29T00:00:00
LV,211702,3173,,2021-10-29T00:00:00
SI,331206,5050,,2021-10-29T00:00:00
DK,382796,2709,,2021-10-29T00:00:00
LT,403051,5800,,2021-10-29T00:00:00
IE,438124,5436,,2021-10-29T00:00:00
HR,458090,9142,,2021-10-29T00:00:00
BG,592943,23718,,2021-10-29T00:00:00
GR,731167,15801,,2021-10-29T00:00:00
AT,810157,11055,,2021-10-29T00:00:00
HU,863419,30729,,2021-10-29T00:00:00
SK,880635,12977,,2021-10-29T00:00:00
PT,1088133,18149,,2021-10-29T00:00:00
SE,1170422,15018,,2021-10-29T00:00:00
BE,1351818,25976,,2021-10-29T00:00:00
RO,1616027,46430,,2021-10-29T00:00:00
CZ,1752086,30705,,2021-10-29T00:00:00
NL,2108549,18371,,2021-10-29T00:00:00
PL,2998891,76773,,2021-10-29T00:00:00
DE,4559120,95606,,2021-10-29T00:00:00
IT,4757231,132004,,2021-10-29T00:00:00
ES,5008887,87322,,2021-10-29T00:00:00
FR,7146755,117622,,2021-10-29T00:00:00
LI,3598,61,,2021-11-03T00:00:00
IS,13829,34,,2021-11-03T00:00:00
MT,37704,462,,2021-11-03T00:00:00
LU,82092,848,,2021-11-03T00:00:00
CY,124973,575,,2021-11-03T00:00:00
FI,159798,1173,,2021-11-03T00:00:00
EE,199251,1563,,2021-11-03T00:00:00
NO,208605,902,,2021-11-03T00:00:00
LV,221795,3309,,2021-11-03T00:00:00
SI,341702,5084,,2021-11-03T00:00:00
DK,391221,2716,,2021-11-03T00:00:00
LT,414817,5971,,2021-11-03T00:00:00
IE,452172,5436,,2021-11-03T00:00:00
HR,472259,9291,,2021-11-03T00:00:00
BG,614362,24454,,2021-11-03T00:00:00
GR,754451,16050,,2021-11-03T00:00:00
AT,837939,11100,,2021-11-03T00:00:00
HU,879092,30994,,2021-11-03T00:00:00
SK,904496,13076,,2021-11-03T00:00:00
PT,1091592,18171,,2021-11-03T00:00:00
SE,1174273,15040,,2021-11-03T00:00:00
BE,1360555,25994,,2021-11-03T00:00:00
RO,1666097,48664,,2021-11-03T00:00:00
CZ,1783227,30840,,2021-11-03T00:00:00
NL,2147473,18441,,2021-11-03T00:00:00
PL,3034668,77021,,2021-11-03T00:00:00
DE,4638419,96027,,2021-11-03T00:00:00
IT,4777614,132161,,2021-11-03T00:00:00
ES,5016968,87423,,2021-11-03T00:00:00
FR,7170782,117763,,2021-11-03T00:00:00
LI,3618,61,,2021-11-04T00:00:00
IS,13923,34,,2021-11-04T00:00:00
MT,37738,462,,2021-11-04T00:00:00
LU,82190,848,,2021-11-04T00:00:00
CY,125161,575,,2021-11-04T00:00:00
FI,160948,1176,,2021-11-04T00:00:00
EE,201194,1574,,2021-11-04T00:00:00
NO,210239,919,,2021-11-04T00:00:00
LV,224513,3354,,2021-11-04T00:00:00
SI,346220,5097,,2021-11-04T00:00:00
DK,393199,2717,,2021-11-04T00:00:00
LT,418078,6010,,2021-11-04T00:00:00
IE,455346,5492,,2021-11-04T00:00:00
HR,476832,9332,,2021-11-04T00:00:00
BG,619284,24589,,2021-11-04T00:00:00
GR,760592,16109,,2021-11-04T00:00:00
AT,844433,11114,,2021-11-04T00:00:00
HU,885360,31101,,2021-11-04T00:00:00
SK,904496,13076,,2021-11-04T00:00:00
PT,1092666,18180,,2021-11-04T00:00:00
SE,1175425,15043,,2021-11-04T00:00:00
BE,1393263,26083,,2021-11-04T00:00:00
RO,1676293,49115,,2021-11-04T00:00:00
CZ,1792707,30878,,2021-11-04T00:00:00
NL,2156582,18474,,2021-11-04T00:00:00
PL,3045102,77145,,2021-11-04T00:00:00
DE,4672368,96192,,2021-11-04T00:00:00
IT,4782802,132224,,2021-11-04T00:00:00
ES,5019255,87462,,2021-11-04T00:00:00
FR,7180832,117802,,2021-11-04T00:00:00
LI,3618,61,,2021-11-05T00:00:00
IS,14087,34,,2021-11-05T00:00:00
MT,37775,462,,2021-11-05T00:00:00
LU,82623,849,,2021-11-05T00:00:00
CY,125413,575,,2021-11-05T00:00:00
FI,161688,1184,,2021-11-05T00:00:00
EE,202629,1581,,2021-11-05T00:00:00
NO,211752,920,,2021-11-05T00:00:00
LV,226860,3401,,2021-11-05T00:00:00
SI,349996,5115,,2021-11-05T00:00:00
DK,395797,2722,,2021-11-05T00:00:00
LT,421360,6047,,2021-11-05T00:00:00
IE,458370,5492,,2021-11-05T00:00:00
HR,483142,9364,,2021-11-05T00:00:00
BG,623946,24755,,2021-11-05T00:00:00
GR,767376,16154,,2021-11-05T00:00:00
AT,853310,11136,,2021-11-05T00:00:00
HU,892164,31184,,2021-11-05T00:00:00
SK,921451,13146,,2021-11-05T00:00:00
PT,1094048,18184,,2021-11-05T00:00:00
SE,1176269,15050,,2021-11-05T00:00:00
BE,1403453,26105,,2021-11-05T00:00:00
RO,1685264,49604,,2021-11-05T00:00:00
CZ,1801154,30938,,2021-11-05T00:00:00
NL,2166796,18497,,2021-11-05T00:00:00
PL,3076518,77547,,2021-11-05T00:00:00
DE,4709488,96346,,2021-11-05T00:00:00
IT,4788704,132283,,2021-11-05T00:00:00
ES,5022546,87477,,2021-11-05T00:00:00
FR,7190334,117849,,2021-11-05T00:00:00
LI,3674,61,,2021-11-08T00:00:00
IS,14255,34,,2021-11-08T00:00:00
MT,37906,462,,2021-11-08T00:00:00
LU,82842,849,,2021-11-08T00:00:00
CY,125947,576,,2021-11-08T00:00:00
FI,162476,1188,,2021-11-08T00:00:00
EE,205883,1612,,2021-11-08T00:00:00
NO,213285,922,,2021-11-08T00:00:00
LV,231824,3499,,2021-11-08T00:00:00
SI,357262,5138,,2021-11-08T00:00:00
DK,402561,2738,,2021-11-08T00:00:00
LT,428541,6135,,2021-11-08T00:00:00
IE,469386,5492,,2021-11-08T00:00:00
HR,501327,9500,,2021-11-08T00:00:00
BG,632762,25074,,2021-11-08T00:00:00
GR,784904,16295,,2021-11-08T00:00:00
AT,881404,11200,,2021-11-08T00:00:00
HU,909998,31398,,2021-11-08T00:00:00
SK,921451,13146,,2021-11-08T00:00:00
PT,1097557,18203,,2021-11-08T00:00:00
SE,1177094,15057,,2021-11-08T00:00:00
BE,1414368,26131,,2021-11-08T00:00:00
RO,1706882,50755,,2021-11-08T00:00:00
CZ,1819158,31053,,2021-11-08T00:00:00
NL,2201010,18561,,2021-11-08T00:00:00
PL,3104220,77757,,2021-11-08T00:00:00
DE,4782546,96558,,2021-11-08T00:00:00
IT,4808047,132391,,2021-11-08T00:00:00
ES,5025639,87504,,2021-11-08T00:00:00
FR,7217484,117910,,2021-11-08T00:00:00
LI,3703,61,,2021-11-09T00:00:00
IS,14571,34,,2021-11-09T00:00:00
MT,37933,462,,2021-11-09T00:00:00
LU,83294,851,,2021-11-09T00:00:00
CY,126231,576,,2021-11-09T00:00:00
FI,164492,1200,,2021-11-09T00:00:00
EE,206972,1623,,2021-11-09T00:00:00
NO,216849,922,,2021-11-09T00:00:00
LV,232247,3515,,2021-11-09T00:00:00
SI,360614,5140,,2021-11-09T00:00:00
DK,404855,2740,,2021-11-09T00:00:00
LT,430855,6175,,2021-11-09T00:00:00
IE,472547,5492,,2021-11-09T00:00:00
HR,502569,9546,,2021-11-09T00:00:00
BG,638048,25408,,2021-11-09T00:00:00
GR,792239,16361,,2021-11-09T00:00:00
AT,889379,11213,,2021-11-09T00:00:00
HU,914586,31521,,2021-11-09T00:00:00
SK,950468,13269,,2021-11-09T00:00:00
PT,1098125,18209,,2021-11-09T00:00:00
SE,1177094,15057,,2021-11-09T00:00:00
BE,1438735,26200,,2021-11-09T00:00:00
RO,1711137,50996,,2021-11-09T00:00:00
CZ,1828440,31173,,2021-11-09T00:00:00
NL,2212814,18583,,2021-11-09T00:00:00
PL,3111534,77760,,2021-11-09T00:00:00
DE,4804378,96727,,2021-11-09T00:00:00
IT,4812594,132423,,2021-11-09T00:00:00
ES,5032056,87558,,2021-11-09T00:00:00
FR,7219681,117965,,2021-11-09T00:00:00
LI,3718,61,,2021-11-10T00:00:00
IS,14757,34,,2021-11-10T00:00:00
MT,37968,462,,2021-11-10T00:00:00
LU,83479,852,,2021-11-10T00:00:00
CY,126497,576,,2021-11-10T00:00:00
FI,165302,1209,,2021-11-10T00:00:00
EE,208326,1637,,2021-11-10T00:00:00
NO,218383,924,,2021-11-10T00:00:00
LV,233689,3561,,2021-11-10T00:00:00
SI,365095,5144,,2021-11-10T00:00:00
DK,407417,2742,,2021-11-10T00:00:00
LT,434033,6214,,2021-11-10T00:00:00
IE,477878,5492,,2021-11-10T00:00:00
HR,507535,9605,,2021-11-10T00:00:00
BG,643003,25555,,2021-11-10T00:00:00
GR,801208,16414,,2021-11-10T00:00:00
AT,896435,11243,,2021-11-10T00:00:00
HU,923020,31619,,2021-11-10T00:00:00
SK,950468,13269,,2021-11-10T00:00:00
PT,1099307,18217,,2021-11-10T00:00:00
SE,1179192,15065,,2021-11-10T00:00:00
BE,1448867,26230,,2021-11-10T00:00:00
RO,1718726,51483,,2021-11-10T00:00:00
CZ,1843019,31229,,2021-11-10T00:00:00
NL,2224096,18612,,2021-11-10T00:00:00
PL,3125179,77980,,2021-11-10T00:00:00
IT,4818705,132491,,2021-11-10T00:00:00
DE,4844054,96963,,2021-11-10T00:00:00
ES,5032056,87558,,2021-11-10T00:00:00
FR,7232157,118023,,2021-11-10T00:00:00
LI,3739,61,,2021-11-11T00:00:00
IS,14935,34,,2021-11-11T00:00:00
MT,38006,462,,2021-11-11T00:00:00
LU,83826,852,,2021-11-11T00:00:00
CY,126772,577,,2021-11-11T00:00:00
FI,166256,1212,,2021-11-11T00:00:00
EE,209507,1637,,2021-11-11T00:00:00
NO,220505,947,,2021-11-11T00:00:00
LV,235387,3598,,2021-11-11T00:00:00
SI,368673,5157,,2021-11-11T00:00:00
DK,410434,2745,,2021-11-11T00:00:00
LT,436690,6251,,2021-11-11T00:00:00
IE,480846,5566,,2021-11-11T00:00:00
HR,514850,9655,,2021-11-11T00:00:00
BG,646856,25754,,2021-11-11T00:00:00
GR,808297,16493,,2021-11-11T00:00:00
AT,908006,11259,,2021-11-11T00:00:00
HU,931414,31751,,2021-11-11T00:00:00
SK,950468,13269,,2021-11-11T00:00:00
PT,1100961,18222,,2021-11-11T00:00:00
SE,1180518,15076,,2021-11-11T00:00:00
BE,1463453,26261,,2021-11-11T00:00:00
RO,1725017,51888,,2021-11-11T00:00:00
CZ,1856555,31289,,2021-11-11T00:00:00
NL,2236744,18637,,2021-11-11T00:00:00
PL,3143725,78250,,2021-11-11T00:00:00
IT,4826738,132551,,2021-11-11T00:00:00
DE,4894250,97198,,2021-11-11T00:00:00
ES,5038517,87617,,2021-11-11T00:00:00
FR,7244040,118056,,2021-11-11T00:00:00
LI,3764,61,,2021-11-12T00:00:00
IS,15140,34,,2021-11-12T00:00:00
MT,38069,462,,2021-11-12T00:00:00
LU,84069,854,,2021-11-12T00:00:00
CY,127036,587,,2021-11-12T00:00:00
FI,167119,1216,,2021-11-12T00:00:00
EE,209507,1662,,2021-11-12T00:00:00
NO,222289,948,,2021-11-12T00:00:00
LV,236765,3646,,2021-11-12T00:00:00
SI,372109,5190,,2021-11-12T00:00:00
DK,412566,2749,,2021-11-12T00:00:00
LT,439373,6271,,2021-11-12T00:00:00
IE,484523,5566,,2021-11-12T00:00:00
HR,521837,9721,,2021-11-12T00:00:00
BG,650063,25950,,2021-11-12T00:00:00
GR,815068,16560,,2021-11-12T00:00:00
AT,921506,11286,,2021-11-12T00:00:00
HU,939784,31867,,2021-11-12T00:00:00
SK,977359,13405,,2021-11-12T00:00:00
PT,1102438,18231,,2021-11-12T00:00:00
SE,1181532,15078,,2021-11-12T00:00:00
BE,1463453,26261,,2021-11-12T00:00:00
RO,1730433,52206,,2021-11-12T00:00:00
CZ,1866969,31355,,2021-11-12T00:00:00
NL,2253031,18663,,2021-11-12T00:00:00
PL,3162804,78524,,2021-11-12T00:00:00
IT,4835435,132618,,2021-11-12T00:00:00
DE,4942890,97389,,2021-11-12T00:00:00
ES,5042803,87647,,2021-11-12T00:00:00
FR,7256643,118073,,2021-11-12T00:00:00
LI,3822,61,,2021-11-15T00:00:00
IS,15321,34,,2021-11-15T00:00:00
MT,38202,462,,2021-11-15T00:00:00
LU,84248,855,,2021-11-15T00:00:00
CY,127684,588,,2021-11-15T00:00:00
FI,167119,1216,,2021-11-15T00:00:00
EE,212607,1690,,2021-11-15T00:00:00
NO,224290,949,,2021-11-15T00:00:00
LV,240340,3762,,2021-11-15T00:00:00
SI,379965,5265,,2021-11-15T00:00:00
DK,423322,2767,,2021-11-15T00:00:00
LT,444181,6344,,2021-11-15T00:00:00
IE,498448,5566,,2021-11-15T00:00:00
HR,538752,9881,,2021-11-15T00:00:00
BG,655647,26279,,2021-11-15T00:00:00
GR,831874,16766,,2021-11-15T00:00:00
AT,957208,11379,,2021-11-15T00:00:00
HU,960844,32171,,2021-11-15T00:00:00
SK,977359,13405,,2021-11-15T00:00:00
PT,1107488,18257,,2021-11-15T00:00:00
SE,1182471,15082,,2021-11-15T00:00:00
BE,1484617,26321,,2021-11-15T00:00:00
RO,1742304,53069,,2021-11-15T00:00:00
CZ,1896075,31541,,2021-11-15T00:00:00
NL,2295107,18734,,2021-11-15T00:00:00
PL,3204515,78867,,2021-11-15T00:00:00
IT,4860061,132775,,2021-11-15T00:00:00
DE,5045076,97715,,2021-11-15T00:00:00
ES,5047156,87673,,2021-11-15T00:00:00
FR,7287645,118154,,2021-11-15T00:00:00
LI,3857,61,,2021-11-16T00:00:00
IS,15741,34,,2021-11-16T00:00:00
MT,38257,462,,2021-11-16T00:00:00
LU,84738,859,,2021-11-16T00:00:00
CY,128038,588,,2021-11-16T00:00:00
FI,170285,1230,,2021-11-16T00:00:00
EE,213474,1701,,2021-11-16T00:00:00
NO,228524,951,,2021-11-16T00:00:00
LV,240762,3765,,2021-11-16T00:00:00
SI,383735,5274,,2021-11-16T00:00:00
DK,426992,2772,,2021-11-16T00:00:00
LT,446120,6375,,2021-11-16T00:00:00
IE,498448,5566,,2021-11-16T00:00:00
HR,539887,9936,,2021-11-16T00:00:00
BG,658870,26555,,2021-11-16T00:00:00
GR,838824,16838,,2021-11-16T00:00:00
HU,966167,32336,,2021-11-16T00:00:00
AT,969407,11408,,2021-11-16T00:00:00
SK,1009622,13598,,2021-11-16T00:00:00
PT,1108462,18265,,2021-11-16T00:00:00
SE,1182471,15082,,2021-11-16T00:00:00
BE,1512379,26403,,2021-11-16T00:00:00
RO,1744440,53264,,2021-11-16T00:00:00
CZ,1907629,31636,,2021-11-16T00:00:00
NL,2314304,18750,,2021-11-16T00:00:00
PL,3214023,78879,,2021-11-16T00:00:00
IT,4865260,132819,,2021-11-16T00:00:00
ES,5056954,87716,,2021-11-16T00:00:00
DE,5077124,97980,,2021-11-16T00:00:00
FR,7290886,118224,,2021-11-16T00:00:00
LI,3912,61,,2021-11-17T00:00:00
IS,15968,34,,2021-11-17T00:00:00
MT,38321,462,,2021-11-17T00:00:00
LU,84866,859,,2021-11-17T00:00:00
CY,128424,588,,2021-11-17T00:00:00
FI,171222,1233,,2021-11-17T00:00:00
EE,214496,1700,,2021-11-17T00:00:00
NO,230275,952,,2021-11-17T00:00:00
LV,241839,3796,,2021-11-17T00:00:00
SI,388011,5274,,2021-11-17T00:00:00
DK,430891,2781,,2021-11-17T00:00:00
LT,448304,6405,,2021-11-17T00:00:00
IE,507413,5566,,2021-11-17T00:00:00
HR,544330,9986,,2021-11-17T00:00:00
BG,662739,26676,,2021-11-17T00:00:00
GR,847188,16923,,2021-11-17T00:00:00
HU,976432,32514,,2021-11-17T00:00:00
AT,979879,11457,,2021-11-17T00:00:00
SK,1009622,13598,,2021-11-17T00:00:00
PT,1110155,18274,,2021-11-17T00:00:00
SE,1185093,15094,,2021-11-17T00:00:00
BE,1512379,26403,,2021-11-17T00:00:00
RO,1748568,53661,,2021-11-17T00:00:00
CZ,1930214,31709,,2021-11-17T00:00:00
NL,2334472,18785,,2021-11-17T00:00:00
PL,3230634,79161,,2021-11-17T00:00:00
IT,4873075,132893,,2021-11-17T00:00:00
ES,5061045,87745,,2021-11-17T00:00:00
DE,5129950,98274,,2021-11-17T00:00:00
FR,7310664,118271,,2021-11-17T00:00:00
LI,3976,61,,2021-11-18T00:00:00
IS,16243,34,,2021-11-18T00:00:00
MT,38385,462,,2021-11-18T00:00:00
LU,85361,859,,2021-11-18T00:00:00
CY,128770,588,,2021-11-18T00:00:00
FI,172373,1236,,2021-11-18T00:00:00
EE,215367,1707,,2021-11-18T00:00:00
NO,232826,995,,2021-11-18T00:00:00
LV,243340,3875,,2021-11-18T00:00:00
SI,391677,5327,,2021-11-18T00:00:00
DK,434798,2786,,2021-11-18T00:00:00
LT,450421,6440,,2021-11-18T00:00:00
IE,511045,5609,,2021-11-18T00:00:00
HR,551000,10050,,2021-11-18T00:00:00
BG,665578,26840,,2021-11-18T00:00:00
GR,853841,17012,,2021-11-18T00:00:00
HU,987199,32645,,2021-11-18T00:00:00
AT,996064,11486,,2021-11-18T00:00:00
SK,1009622,13598,,2021-11-18T00:00:00
PT,1112682,18283,,2021-11-18T00:00:00
SE,1186387,15107,,2021-11-18T00:00:00
BE,1543204,26484,,2021-11-18T00:00:00
RO,1752103,54011,,2021-11-18T00:00:00
CZ,1944400,31769,,2021-11-18T00:00:00
NL,2355232,18829,,2021-11-18T00:00:00
PL,3254875,79624,,2021-11-18T00:00:00
IT,4883242,132965,,2021-11-18T00:00:00
ES,5067712,87775,,2021-11-18T00:00:00
DE,5195321,98538,,2021-11-18T00:00:00
FR,7330958,118321,,2021-11-18T00:00:00
LI,4031,61,,2021-11-19T00:00:00
IS,16243,34,,2021-11-19T00:00:00
MT,38451,462,,2021-11-19T00:00:00
LU,85660,862,,2021-11-19T00:00:00
CY,129158,589,,2021-11-19T00:00:00
FI,173632,1246,,2021-11-19T00:00:00
EE,216081,1714,,2021-11-19T00:00:00
NO,235307,996,,2021-11-19T00:00:00
LV,244561,3901,,2021-11-19T00:00:00
SI,395203,5347,,2021-11-19T00:00:00
DK,438811,2792,,2021-11-19T00:00:00
LT,452268,6461,,2021-11-19T00:00:00
IE,515691,5609,,2021-11-19T00:00:00
HR,558270,10113,,2021-11-19T00:00:00
BG,668363,26985,,2021-11-19T00:00:00
GR,861117,17075,,2021-11-19T00:00:00
HU,998488,32780,,2021-11-19T00:00:00
AT,1010981,11525,,2021-11-19T00:00:00
SK,1040996,13725,,2021-11-19T00:00:00
PT,1115080,18295,,2021-11-19T00:00:00
SE,1187607,15109,,2021-11-19T00:00:00
BE,1559903,26526,,2021-11-19T00:00:00
RO,1755179,54343,,2021-11-19T00:00:00
CZ,1957816,31879,,2021-11-19T00:00:00
NL,2378823,18863,,2021-11-19T00:00:00
PL,3279787,79994,,2021-11-19T00:00:00
IT,4893887,133034,,2021-11-19T00:00:00
ES,5074027,87804,,2021-11-19T00:00:00
DE,5248291,98739,,2021-11-19T00:00:00
FR,7351324,118373,,2021-11-19T00:00:00
LI,4144,61,,2021-11-22T00:00:00
IS,16435,34,,2021-11-22T00:00:00
MT,38711,463,,2021-11-22T00:00:00
LU,85960,862,,2021-11-22T00:00:00
CY,130100,590,,2021-11-22T00:00:00
FI,174823,1249,,2021-11-22T00:00:00
EE,217784,1746,,2021-11-22T00:00:00
NO,235307,996,,2021-11-22T00:00:00
LV,246116,3950,,2021-11-22T00:00:00
SI,402083,5406,,2021-11-22T00:00:00
DK,450091,2810,,2021-11-22T00:00:00
LT,456425,6547,,2021-11-22T00:00:00
IE,528964,5609,,2021-11-22T00:00:00
HR,570380,10303,,2021-11-22T00:00:00
BG,673288,27253,,2021-11-22T00:00:00
GR,878920,17313,,2021-11-22T00:00:00
HU,1025697,33172,,2021-11-22T00:00:00
SK,1040996,13725,,2021-11-22T00:00:00
AT,1055934,11606,,2021-11-22T00:00:00
PT,1122283,18321,,2021-11-22T00:00:00
SE,1188735,15110,,2021-11-22T00:00:00
BE,1581405,26568,,2021-11-22T00:00:00
RO,1762701,54959,,2021-11-22T00:00:00
CZ,2003561,32173,,2021-11-22T00:00:00
NL,2442286,18966,,2021-11-22T00:00:00
PL,3345388,80822,,2021-11-22T00:00:00
IT,4925688,133177,,2021-11-22T00:00:00
ES,5080663,87810,,2021-11-22T00:00:00
DE,5385585,99124,,2021-11-22T00:00:00
