"DATE","NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","TX_PROV_DESCR_NL","TX_PROV_DESCR_FR","TX_RGN_DESCR_NL","TX_RGN_DESCR_FR","CASES"
"2020-04-04","71053","Sint-Truiden","Saint-Trond","Arrondissement Hasselt","Arrondissement de Hasselt","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","7"
"2020-04-04","71066","Zonhoven","Zonhoven","Arrondissement Hasselt","Arrondissement de Hasselt","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","71067","Zutendaal","Zutendaal","Arrondissement Hasselt","Arrondissement de Hasselt","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","71070","Heusden-Zolder","Heusden-Zolder","Arrondissement Hasselt","Arrondissement de Hasselt","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72003","Bocholt","Bocholt","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72020","Lommel","Lommel","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72021","Maaseik","Maaseik","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72030","Peer","Peer","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72037","Hamont-Achel","Hamont-Achel","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72038","Hechtel-Eksel","Hechtel-Eksel","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72039","Houthalen-Helchteren","Houthalen-Helchteren","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72041","Dilsen-Stokkem","Dilsen-Stokkem","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72042","Oudsbergen","Oudsbergen","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","72043","Pelt","Pelt","Arrondissement Maaseik","Arrondissement de Maaseik","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73001","Alken","Alken","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73006","Bilzen","Bilzen","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","5"
"2020-04-04","73009","Borgloon","Looz","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73022","Heers","Heers","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73032","Hoeselt","Hoeselt","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73040","Kortessem","Kortessem","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73042","Lanaken","Lanaken","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73066","Riemst","Riemst","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73083","Tongeren","Tongres","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","5"
"2020-04-04","73098","Wellen","Wellen","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","73107","Maasmechelen","Maasmechelen","Arrondissement Tongeren","Arrondissement de Tongres","Provincie Limburg","Province du Limbourg","Vlaams Gewest","Région flamande","<5"
"2020-04-04","81001","Aarlen","Arlon","Arrondissement Aarlen","Arrondissement d’Arlon","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","81004","Aubange","Aubange","Arrondissement Aarlen","Arrondissement d’Arlon","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","82003","Bastenaken","Bastogne","Arrondissement Bastenaken","Arrondissement de Bastogne","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","82032","Vielsalm","Vielsalm","Arrondissement Bastenaken","Arrondissement de Bastogne","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","83034","Marche-en-Famenne","Marche-en-Famenne","Arrondissement Marche-en-Famenne","Arrondissement de Marche-en-Famenne","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","84009","Bertrix","Bertrix","Arrondissement Neufchâteau","Arrondissement de Neufchâteau","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","84035","Libin","Libin","Arrondissement Neufchâteau","Arrondissement de Neufchâteau","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","84043","Neufchâteau (Neufchâteau)","Neufchâteau (Neufchâteau)","Arrondissement Neufchâteau","Arrondissement de Neufchâteau","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","84075","Wellin","Wellin","Arrondissement Neufchâteau","Arrondissement de Neufchâteau","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","84077","Libramont-Chevigny","Libramont-Chevigny","Arrondissement Neufchâteau","Arrondissement de Neufchâteau","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","85026","Musson","Musson","Arrondissement Virton","Arrondissement de Virton","Provincie Luxemburg","Province du Luxembourg","Waals Gewest","Région wallonne","<5"
"2020-04-04","91030","Ciney","Ciney","Arrondissement Dinant","Arrondissement de Dinant","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","91034","Dinant","Dinant","Arrondissement Dinant","Arrondissement de Dinant","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","91072","Houyet","Houyet","Arrondissement Dinant","Arrondissement de Dinant","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","91103","Onhaye","Onhaye","Arrondissement Dinant","Arrondissement de Dinant","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","91142","Hastière","Hastière","Arrondissement Dinant","Arrondissement de Dinant","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92003","Andenne","Andenne","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92035","Eghezée","Eghezée","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","5"
"2020-04-04","92087","Mettet","Mettet","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92094","Namen","Namur","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","13"
"2020-04-04","92101","Profondeville","Profondeville","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92137","Sambreville","Sambreville","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92138","Fernelmont","Fernelmont","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","92142","Gembloux","Gembloux","Arrondissement Namen","Arrondissement de Namur","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","93056","Philippeville","Philippeville","Arrondissement Philippeville","Arrondissement de Philippeville","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","93088","Walcourt","Walcourt","Arrondissement Philippeville","Arrondissement de Philippeville","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04","93090","Viroinval","Viroinval","Arrondissement Philippeville","Arrondissement de Philippeville","Provincie Namen","Province de Namur","Waals Gewest","Région wallonne","<5"
"2020-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24"
"2020-04-05","11001","Aartselaar","Aartselaar","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11002","Antwerpen","Anvers","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","32"
"2020-04-05","11008","Brasschaat","Brasschaat","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11009","Brecht","Brecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11013","Edegem","Edegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11016","Essen","Essen","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11023","Kapellen (Antwerpen)","Kapellen (Anvers)","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11029","Mortsel","Mortsel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11035","Ranst","Ranst","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11040","Schoten","Schoten","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11044","Stabroek","Stabroek","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11050","Wijnegem","Wijnegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11055","Zoersel","Zoersel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","11056","Zwijndrecht","Zwijndrecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","12007","Bornem","Bornem","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","12025","Mechelen","Malines","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","12026","Nijlen","Nijlen","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","12041","Puurs-Sint-Amands","Puurs-Sint-Amands","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13001","Arendonk","Arendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13003","Balen","Balen","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13004","Beerse","Beerse","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13006","Dessel","Dessel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13008","Geel","Geel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13012","Herenthout","Herenthout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13017","Kasterlee","Kasterlee","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13019","Lille","Lille","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13025","Mol","Mol","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13035","Ravels","Ravels","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13037","Rijkevorsel","Rijkevorsel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13049","Westerlo","Westerlo","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","13053","Laakdal","Laakdal","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","<5"
"2020-04-05","21001","Anderlecht","Anderlecht","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","19"
"2020-04-05","21002","Oudergem","Auderghem","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","<5"
"2020-04-05","21003","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","6"
"2020-04-05","21004","Brussel","Bruxelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","8"
