country,lau,hospitalized,population,hospitalized/100k pop.,deaths,cases,datetime
NL,Haaksbergen,24309,4.0,16.5,,,2020-03-31T15:36:00
NL,De Wolden,24327,2.0,8.2,,,2020-03-31T15:36:00
NL,Neder-Betuwe,24342,22.0,90.4,,,2020-03-31T15:36:00
NL,Wijdemeren,24360,3.0,12.3,,,2020-03-31T15:36:00
NL,Wierden,24440,2.0,8.2,,,2020-03-31T15:36:00
NL,Steenbergen,24501,7.0,28.6,,,2020-03-31T15:36:00
NL,Voorst,24546,3.0,12.2,,,2020-03-31T15:36:00
NL,Delfzijl,24666,4.0,16.2,,,2020-03-31T15:36:00
NL,Oegstgeest,24843,3.0,12.1,,,2020-03-31T15:36:00
NL,Baarn,24873,2.0,8.0,,,2020-03-31T15:36:00
NL,Stein,25000,11.0,44.0,,,2020-03-31T15:36:00
NL,Maasdriel,25034,9.0,36.0,,,2020-03-31T15:36:00
NL,Duiven,25124,4.0,15.9,,,2020-03-31T15:36:00
NL,Cuijk,25139,5.0,19.9,,,2020-03-31T15:36:00
NL,Sliedrecht,25217,1.0,4.0,,,2020-03-31T15:36:00
NL,Aa en Hunze,25453,1.0,3.9,,,2020-03-31T15:36:00
NL,Ooststellingwerf,25472,1.0,3.9,,,2020-03-31T15:36:00
NL,Borger-Odoorn,25558,1.0,3.9,,,2020-03-31T15:36:00
NL,Albrandswaard,25589,4.0,15.6,,,2020-03-31T15:36:00
NL,Voorschoten,25603,4.0,15.6,,,2020-03-31T15:36:00
NL,Eijsden-Margraten,25753,6.0,23.3,,,2020-03-31T15:36:00
NL,Tholen,25758,20.0,77.6,,,2020-03-31T15:36:00
NL,Westerwolde,25796,4.0,15.5,,,2020-03-31T15:36:00
NL,Beuningen,25891,12.0,46.3,,,2020-03-31T15:36:00
NL,Weststellingwerf,25916,2.0,7.7,,,2020-03-31T15:36:00
NL,Wassenaar,26214,2.0,7.6,,,2020-03-31T15:36:00
NL,Dongen,26226,7.0,26.7,,,2020-03-31T15:36:00
NL,Oisterwijk,26241,9.0,34.3,,,2020-03-31T15:36:00
NL,Gilze en Rijen,26438,13.0,49.2,,,2020-03-31T15:36:00
NL,Dinkelland,26470,11.0,41.6,,,2020-03-31T15:36:00
NL,Vught,26554,23.0,86.6,,,2020-03-31T15:36:00
NL,Buren,26742,5.0,18.7,,,2020-03-31T15:36:00
NL,Ermelo,27005,8.0,29.6,,,2020-03-31T15:36:00
NL,Leiderdorp,27059,5.0,18.5,,,2020-03-31T15:36:00
NL,Aalten,27117,1.0,3.7,,,2020-03-31T15:36:00
NL,Heemstede,27239,4.0,14.7,,,2020-03-31T15:36:00
NL,Drimmelen,27274,14.0,51.3,,,2020-03-31T15:36:00
NL,Kaag en Braassem,27300,4.0,14.7,,,2020-03-31T15:36:00
NL,Veendam,27387,1.0,3.7,,,2020-03-31T15:36:00
NL,Hulst,27556,4.0,14.5,,,2020-03-31T15:36:00
NL,Brunssum,27817,9.0,32.4,,,2020-03-31T15:36:00
NL,Achtkarspelen,27836,0.0,0.0,,,2020-03-31T15:36:00
NL,Nunspeet,27845,15.0,53.9,,,2020-03-31T15:36:00
NL,Langedijk,28157,6.0,21.3,,,2020-03-31T15:36:00
NL,Dalfsen,28585,7.0,24.5,,,2020-03-31T15:36:00
NL,Nieuwkoop,28809,4.0,13.9,,,2020-03-31T15:36:00
NL,Winterswijk,28865,1.0,3.5,,,2020-03-31T15:36:00
NL,Zaltbommel,28901,8.0,27.7,,,2020-03-31T15:36:00
NL,Culemborg,28956,13.0,44.9,,,2020-03-31T15:36:00
NL,Sint-Michielsgestel,29203,14.0,47.9,,,2020-03-31T15:36:00
NL,Waddinxveen,29293,4.0,13.7,,,2020-03-31T15:36:00
NL,Boxmeer,29371,8.0,27.2,,,2020-03-31T15:36:00
NL,Uithoorn,29466,9.0,30.5,,,2020-03-31T15:36:00
NL,Krimpen aan den IJssel,29533,2.0,6.8,,,2020-03-31T15:36:00
NL,Oost Gelre,29623,2.0,6.8,,,2020-03-31T15:36:00
NL,Opsterland,29742,4.0,13.4,,,2020-03-31T15:36:00
NL,Bergen (NH.),29844,8.0,26.8,,,2020-03-31T15:36:00
NL,Best,29985,18.0,60.0,,,2020-03-31T15:36:00
NL,Halderberge,30277,9.0,29.7,,,2020-03-31T15:36:00
NL,Leusden,30399,5.0,16.4,,,2020-03-31T15:36:00
NL,Gemert-Bakel,30725,48.0,156.2,,,2020-03-31T15:36:00
NL,Diemen,30781,4.0,13.0,,,2020-03-31T15:36:00
NL,Boxtel,30803,9.0,29.2,,,2020-03-31T15:36:00
NL,Valkenswaard,31200,6.0,19.2,,,2020-03-31T15:36:00
NL,Hendrik-Ido-Ambacht,31204,3.0,9.6,,,2020-03-31T15:36:00
NL,Noordenveld,31242,1.0,3.2,,,2020-03-31T15:36:00
NL,Bernheze,31247,57.0,182.4,,,2020-03-31T15:36:00
NL,Renkum,31404,10.0,31.8,,,2020-03-31T15:36:00
NL,Echt-Susteren,31618,20.0,63.3,,,2020-03-31T15:36:00
NL,Stadskanaal,31688,0.0,0.0,,,2020-03-31T15:36:00
NL,Oldenzaal,31832,8.0,25.1,,,2020-03-31T15:36:00
NL,Aalsmeer,31857,5.0,15.7,,,2020-03-31T15:36:00
NL,Tytsjerksteradiel,32046,1.0,3.1,,,2020-03-31T15:36:00
NL,Papendrecht,32133,0.0,0.0,,,2020-03-31T15:36:00
NL,Deurne,32474,34.0,104.7,,,2020-03-31T15:36:00
NL,Midden-Drenthe,33182,4.0,12.1,,,2020-03-31T15:36:00
NL,Epe,33186,7.0,21.1,,,2020-03-31T15:36:00
NL,Maassluis,33216,8.0,24.1,,,2020-03-31T15:36:00
NL,Lochem,33730,2.0,5.9,,,2020-03-31T15:36:00
NL,Twenterand,33743,5.0,14.8,,,2020-03-31T15:36:00
NL,Schouwen-Duiveland,33858,6.0,17.7,,,2020-03-31T15:36:00
NL,Tynaarlo,33879,5.0,14.8,,,2020-03-31T15:36:00
NL,Meppel,33902,3.0,8.8,,,2020-03-31T15:36:00
NL,IJsselstein,34110,18.0,52.8,,,2020-03-31T15:36:00
NL,Bodegraven-Reeuwijk,34869,2.0,5.7,,,2020-03-31T15:36:00
NL,Berg en Dal,34990,15.0,42.9,,,2020-03-31T15:36:00
NL,Hof van Twente,35013,8.0,22.8,,,2020-03-31T15:36:00
NL,Coevorden,35296,5.0,14.2,,,2020-03-31T15:36:00
NL,Leudal,35896,32.0,89.1,,,2020-03-31T15:36:00
NL,Hellendoorn,35923,3.0,8.4,,,2020-03-31T15:36:00
NL,Beekdaelen,35976,12.0,33.4,,,2020-03-31T15:36:00
NL,Castricum,35988,8.0,22.2,,,2020-03-31T15:36:00
NL,Montferland,36009,3.0,8.3,,,2020-03-31T15:36:00
NL,Bronckhorst,36052,1.0,2.8,,,2020-03-31T15:36:00
NL,Edam-Volendam,36201,10.0,27.6,,,2020-03-31T15:36:00
NL,Gorinchem,37009,9.0,24.3,,,2020-03-31T15:36:00
NL,Moerdijk,37136,5.0,13.5,,,2020-03-31T15:36:00
NL,Teylingen,37426,6.0,16.0,,,2020-03-31T15:36:00
NL,Landgraaf,37457,7.0,18.7,,,2020-03-31T15:36:00
NL,Raalte,37709,14.0,37.1,,,2020-03-31T15:36:00
NL,Goes,38080,5.0,13.1,,,2020-03-31T15:36:00
NL,Rijssen-Holten,38178,8.0,21.0,,,2020-03-31T15:36:00
NL,Oldambt,38213,1.0,2.6,,,2020-03-31T15:36:00
NL,Heemskerk,39188,14.0,35.7,,,2020-03-31T15:36:00
NL,Oude IJsselstreek,39392,2.0,5.1,,,2020-03-31T15:36:00
NL,Wageningen,39673,5.0,12.6,,,2020-03-31T15:36:00
NL,Geldrop-Mierlo,39733,9.0,22.7,,,2020-03-31T15:36:00
NL,Hellevoetsluis,40158,4.0,10.0,,,2020-03-31T15:36:00
NL,Wijchen,41124,27.0,65.7,,,2020-03-31T15:36:00
NL,Huizen,41273,9.0,21.8,,,2020-03-31T15:36:00
NL,Dronten,41569,8.0,19.2,,,2020-03-31T15:36:00
NL,Beverwijk,41613,5.0,12.0,,,2020-03-31T15:36:00
NL,Uden,42122,67.0,159.1,,,2020-03-31T15:36:00
NL,Tiel,42161,21.0,49.8,,,2020-03-31T15:36:00
NL,Horst aan de Maas,42433,21.0,49.5,,,2020-03-31T15:36:00
NL,De Bilt,43124,11.0,25.5,,,2020-03-31T15:36:00
NL,Nijkerk,43176,10.0,23.2,,,2020-03-31T15:36:00
NL,Peel en Maas,43420,103.0,237.2,,,2020-03-31T15:36:00
NL,Noordwijk,43528,8.0,18.4,,,2020-03-31T15:36:00
NL,Venray,43604,22.0,50.5,,,2020-03-31T15:36:00
NL,Rheden,43736,20.0,45.7,,,2020-03-31T15:36:00
NL,Zevenaar,43740,16.0,36.6,,,2020-03-31T15:36:00
NL,Berkelland,43748,1.0,2.3,,,2020-03-31T15:36:00
NL,Etten-Leur,43880,21.0,47.9,,,2020-03-31T15:36:00
NL,Zuidplas,43894,9.0,20.5,,,2020-03-31T15:36:00
NL,Molenlanden,43931,9.0,20.5,,,2020-03-31T15:36:00
NL,Steenwijkerland,44139,6.0,13.6,,,2020-03-31T15:36:00
NL,Vlissingen,44365,5.0,11.3,,,2020-03-31T15:36:00
NL,De Ronde Venen,44457,11.0,24.7,,,2020-03-31T15:36:00
NL,Heusden,44699,22.0,49.2,,,2020-03-31T15:36:00
NL,Zwijndrecht,44741,9.0,20.1,,,2020-03-31T15:36:00
NL,Medemblik,45104,9.0,20.0,,,2020-03-31T15:36:00
NL,Noardeast-Fryslân,45251,4.0,8.8,,,2020-03-31T15:36:00
NL,Veldhoven,45458,7.0,15.4,,,2020-03-31T15:36:00
NL,Kerkrade,45744,10.0,21.9,,,2020-03-31T15:36:00
NL,Waadhoeke,46079,2.0,4.3,,,2020-03-31T15:36:00
NL,Ridderkerk,46204,18.0,39.0,,,2020-03-31T15:36:00
NL,Schagen,46482,10.0,21.5,,,2020-03-31T15:36:00
NL,Lingewaard,46606,14.0,30.0,,,2020-03-31T15:36:00
NL,Soest,46607,9.0,19.3,,,2020-03-31T15:36:00
NL,Noordoostpolder,47262,6.0,12.7,,,2020-03-31T15:36:00
NL,Het Hogeland,47834,4.0,8.4,,,2020-03-31T15:36:00
NL,Overbetuwe,47909,32.0,66.8,,,2020-03-31T15:36:00
NL,Zutphen,47942,5.0,10.4,,,2020-03-31T15:36:00
NL,Harderwijk,48429,8.0,16.5,,,2020-03-31T15:36:00
NL,Hollands Kroon,48434,17.0,35.1,,,2020-03-31T15:36:00
NL,Waalwijk,48620,16.0,32.9,,,2020-03-31T15:36:00
NL,Barendrecht,48713,16.0,32.8,,,2020-03-31T15:36:00
NL,Middelburg,48810,10.0,20.5,,,2020-03-31T15:36:00
NL,Utrechtse Heuvelrug,49601,11.0,22.2,,,2020-03-31T15:36:00
NL,Goeree-Overflakkee,50049,24.0,48.0,,,2020-03-31T15:36:00
NL,Weert,50107,27.0,53.9,,,2020-03-31T15:36:00
NL,Houten,50146,9.0,17.9,,,2020-03-31T15:36:00
NL,Heerenveen,50494,5.0,9.9,,,2020-03-31T15:36:00
NL,West Betuwe,51198,12.0,23.4,,,2020-03-31T15:36:00
NL,De Fryske Marren,51567,11.0,21.3,,,2020-03-31T15:36:00
NL,Woerden,52294,22.0,42.1,,,2020-03-31T15:36:00
NL,Kampen,54340,34.0,62.6,,,2020-03-31T15:36:00
NL,Rijswijk,54432,12.0,22.0,,,2020-03-31T15:36:00
NL,Terneuzen,54438,11.0,20.2,,,2020-03-31T15:36:00
NL,Pijnacker-Nootdorp,55329,9.0,16.3,,,2020-03-31T15:36:00
NL,Hoogeveen,55697,4.0,7.2,,,2020-03-31T15:36:00
NL,Altena,55980,17.0,30.4,,,2020-03-31T15:36:00
NL,Oosterhout,55990,23.0,41.1,,,2020-03-31T15:36:00
NL,Smallingerland,56154,5.0,8.9,,,2020-03-31T15:36:00
NL,Den Helder,56305,6.0,10.7,,,2020-03-31T15:36:00
NL,Krimpenerwaard,56319,22.0,39.1,,,2020-03-31T15:36:00
NL,Vijfheerenlanden,56816,11.0,19.4,,,2020-03-31T15:36:00
NL,Heerhugowaard,57592,17.0,29.5,,,2020-03-31T15:36:00
NL,Doetinchem,58009,5.0,8.6,,,2020-03-31T15:36:00
NL,Gooise Meren,58041,10.0,17.2,,,2020-03-31T15:36:00
NL,Roermond,58254,25.0,42.9,,,2020-03-31T15:36:00
NL,Barneveld,59077,5.0,8.5,,,2020-03-31T15:36:00
NL,Midden-Groningen,60804,4.0,6.6,,,2020-03-31T15:36:00
NL,Hardenberg,60940,9.0,14.8,,,2020-03-31T15:36:00
NL,Lansingerland,62396,15.0,24.0,,,2020-03-31T15:36:00
NL,Westerkwartier,63375,9.0,14.2,,,2020-03-31T15:36:00
NL,Nieuwegein,63461,15.0,23.6,,,2020-03-31T15:36:00
NL,Stichtse Vecht,64928,16.0,24.6,,,2020-03-31T15:36:00
NL,Zeist,64932,12.0,18.5,,,2020-03-31T15:36:00
NL,Katwijk,65754,8.0,12.2,,,2020-03-31T15:36:00
NL,Veenendaal,66491,7.0,10.5,,,2020-03-31T15:36:00
NL,Capelle aan den IJssel,67151,20.0,29.8,,,2020-03-31T15:36:00
NL,Bergen op Zoom,67489,11.0,16.3,,,2020-03-31T15:36:00
NL,Assen,68606,5.0,7.3,,,2020-03-31T15:36:00
NL,Velsen,68660,13.0,18.9,,,2020-03-31T15:36:00
NL,Almelo,73080,8.0,10.9,,,2020-03-31T15:36:00
NL,Hoorn,73232,13.0,17.8,,,2020-03-31T15:36:00
NL,Gouda,73443,13.0,17.7,,,2020-03-31T15:36:00
NL,Vlaardingen,73445,12.0,16.3,,,2020-03-31T15:36:00
NL,Leidschendam-Voorburg,76553,7.0,9.1,,,2020-03-31T15:36:00
NL,Roosendaal,77226,11.0,14.2,,,2020-03-31T15:36:00
NL,Lelystad,78619,24.0,30.5,,,2020-03-31T15:36:00
NL,Schiedam,78739,19.0,24.1,,,2020-03-31T15:36:00
NL,Hengelo,81147,6.0,7.4,,,2020-03-31T15:36:00
NL,Meierijstad,81197,110.0,135.5,,,2020-03-31T15:36:00
NL,Purmerend,81233,35.0,43.1,,,2020-03-31T15:36:00
NL,Nissewaard,85237,19.0,22.3,,,2020-03-31T15:36:00
NL,Heerlen,87057,24.0,27.6,,,2020-03-31T15:36:00
NL,Hoeksche Waard,87461,29.0,33.2,,,2020-03-31T15:36:00
NL,Súdwest-Fryslân,89987,12.0,13.3,,,2020-03-31T15:36:00
NL,Hilversum,90883,13.0,14.3,,,2020-03-31T15:36:00
NL,Amstelveen,91691,28.0,30.5,,,2020-03-31T15:36:00
NL,Oss,91932,73.0,79.4,,,2020-03-31T15:36:00
NL,Sittard-Geleen,92422,24.0,26.0,,,2020-03-31T15:36:00
NL,Helmond,92432,35.0,37.9,,,2020-03-31T15:36:00
NL,Deventer,100718,21.0,20.9,,,2020-03-31T15:36:00
NL,Venlo,101797,64.0,62.9,,,2020-03-31T15:36:00
NL,Delft,103659,19.0,18.3,,,2020-03-31T15:36:00
NL,Emmen,107055,6.0,5.6,,,2020-03-31T15:36:00
NL,Alkmaar,109444,19.0,17.4,,,2020-03-31T15:36:00
NL,Westland,110357,25.0,22.7,,,2020-03-31T15:36:00
NL,Alphen aan den Rijn,111889,29.0,25.9,,,2020-03-31T15:36:00
NL,Ede,117166,24.0,20.5,,,2020-03-31T15:36:00
NL,Dordrecht,119300,26.0,21.8,,,2020-03-31T15:36:00
NL,Maastricht,121558,25.0,20.6,,,2020-03-31T15:36:00
NL,Leeuwarden,124058,16.0,12.9,,,2020-03-31T15:36:00
NL,Leiden,125174,16.0,12.8,,,2020-03-31T15:36:00
NL,Zoetermeer,125283,21.0,16.8,,,2020-03-31T15:36:00
NL,Zwolle,128831,24.0,18.6,,,2020-03-31T15:36:00
NL,Haarlemmermeer,156039,31.0,19.9,,,2020-03-31T15:36:00
NL,Zaanstad,156711,32.0,20.4,,,2020-03-31T15:36:00
NL,Amersfoort,157279,24.0,15.3,,,2020-03-31T15:36:00
NL,Enschede,159734,24.0,15.0,,,2020-03-31T15:36:00
NL,Arnhem,161368,28.0,17.4,,,2020-03-31T15:36:00
NL,Haarlem,162961,26.0,16.0,,,2020-03-31T15:36:00
NL,Apeldoorn,163829,19.0,11.6,,,2020-03-31T15:36:00
NL,Nijmegen,177698,72.0,40.5,,,2020-03-31T15:36:00
NL,Breda,184271,113.0,61.3,,,2020-03-31T15:36:00
NL,Almere,211840,46.0,21.7,,,2020-03-31T15:36:00
NL,Tilburg,219800,115.0,52.3,,,2020-03-31T15:36:00
NL,Groningen,232922,9.0,3.9,,,2020-03-31T15:36:00
NL,Eindhoven,234456,46.0,19.6,,,2020-03-31T15:36:00
NL,Utrecht,357694,75.0,21.0,,,2020-03-31T15:36:00
NL,'s-Gravenhage,545163,81.0,14.9,,,2020-03-31T15:36:00
NL,Rotterdam,651376,120.0,18.4,,,2020-03-31T15:36:00
NL,Amsterdam,872779,244.0,28.0,,,2020-03-31T15:36:00
